gene,matrix_index
FAM160B1,9155
TRUB1,9156
ATRNL1,9157
GFRA1,9158
PNLIP,9160
PNLIPRP1,9161
PNLIPRP2,9162
C10orf82,9163
HSPA12A,9164
KIAA1598,9165
VAX1,9166
KCNK18,9167
SLC18A2,9168
PDZD8,9169
EMX2,9171
RAB11FIP2,9172
CASC2,9173
PRLHR,9174
EIF3A,9175
NANOS1,9176
FAM45A,9177
SFXN4,9178
PRDX3,9179
GRK5,9180
RGS10,9181
TIAL1,9182
BAG3,9183
INPP5F,9184
SEC23IP,9185
PPAPDC1A,9186
WDR11,9187
FGFR2,9188
ATE1,9189
NSMCE4A,9190
TACC2,9191
BTBD16,9192
PLEKHA1,9193
HTRA1,9195
DMBT1,9196
C10orf120,9197
CUZD1,9198
FAM24B,9199
FAM24A,9200
C10orf88,9201
IKZF5,9203
ACADSB,9204
HMX3,9206
BUB3,9207
GPR26,9208
CHST15,9210
OAT,9211
LHPP,9212
FAM53B,9213
FAM175B,9215
ZRANB1,9216
CTBP2,9217
MMP21,9219
UROS,9220
BCCIP,9221
DHX32,9222
FANK1,9223
ADAM12,9224
C10orf90,9225
DOCK1,9226
FAM196A,9227
FOXI2,9229
CLRN3,9230
PTPRE,9231
MKI67,9232
MGMT,9233
EBF3,9234
GLRX3,9235
TCERG1L,9236
PPP2R2D,9237
BNIP3,9238
JAKMIP3,9239
DPYSL4,9240
STK32C,9241
LRRC27,9242
PWWP2B,9243
INPP5A,9245
KNDC1,9247
UTF1,9248
VENTX,9249
ADAM8,9250
TUBGCP2,9251
ZNF511,9252
CALY,9253
PRAP1,9254
ECHS1,9255
PAOX,9256
MTG1,9257
CYP2E1,9258
SPRN,9260
SYCE1,9261
ANO9,9262
ATHL1,9263
B4GALNT4,9264
BET1L,9265
IFITM1,9266
IFITM2,9267
IFITM3,9268
IFITM5,9269
NLRP6,9270
ODF3,9271
PKP3,9272
PSMD13,9273
PTDSS2,9274
RIC8A,9275
SIGIRR,9277
SIRT3,9278
RNH1,9279
HRAS,9280
LRRC56,9281
RASSF7,9283
PHRF1,9284
CDHR5,9285
IRF7,9286
SCT,9287
DRD4,9288
DEAF1,9289
EPS8L2,9290
TMEM80,9291
TALDO1,9292
PDDC1,9293
CEND1,9294
SLC25A22,9295
RPLP2,9296
SNORA52,9297
PNPLA2,9298
CD151,9299
POLR2L,9301
TSPAN4,9302
CHID1,9303
AP2A2,9304
MUC6,9305
MUC2,9306
MUC5B,9307
TOLLIP,9308
BRSK2,9309
MOB2,9310
DUSP8,9311
CTSD,9312
SYT8,9315
TNNI2,9316
TNNT3,9317
MRPL23,9318
H19,9319
IGF2,9320
INS,9321
TH,9322
ASCL2,9323
CD81,9326
TRPM5,9327
TSSC4,9328
KCNQ1,9329
CDKN1C,9332
SLC22A18AS,9333
SLC22A18,9334
PHLDA2,9335
NAP1L4,9336
SNORA54,9337
CARS,9338
OSBPL5,9339
ZNF195,9342
TRPC2,9343
ART1,9344
ART5,9345
NUP98,9347
PGAP2,9348
RHOG,9349
STIM1,9350
RRM1,9351
TRIM21,9353
TRIM68,9360
OR51E1,9362
OR51E2,9363
MMP26,9364
OR51F2,9367
OR51A4,9374
OR51L1,9375
OR51V1,9381
HBB,9382
HBD,9383
HBG1,9385
HBG2,9386
HBE1,9387
OR51B4,9388
OR51M1,9392
UBQLNL,9398
TRIM6,9401
TRIM34,9402
TRIM5,9403
TRIM22,9404
OR52N1,9407
OR56A3,9413
OR52L1,9414
OR56A4,9416
OR52W1,9419
C11orf42,9420
FAM160A2,9421
CCKBR,9423
PRKCDBP,9424
APBB1,9425
SMPD1,9426
HPX,9427
TRIM3,9428
ARFIP2,9429
DNHD1,9430
RRP8,9431
ILK,9432
TAF10,9433
TPP1,9434
DCHS1,9435
MRPL17,9436
ZNF215,9445
ZNF214,9446
NLRP14,9447
RBMXL2,9448
SYT9,9449
PPFIBP2,9451
CYB5R2,9452
OVCH2,9453
NLRP10,9458
EIF3F,9459
TUB,9460
RIC3,9461
LMO1,9462
STK33,9463
TRIM66,9464
RPL27A,9465
ST5,9467
C11orf16,9468
ASCL3,9469
TMEM9B,9470
NRIP3,9471
SCUBE2,9472
DENND5A,9473
TMEM41B,9474
IPO7,9475
SNORA23,9476
ZNF143,9477
WEE1,9478
SWAP70,9479
SBF2,9480
ADM,9481
AMPD3,9482
RNF141,9483
LYVE1,9484
MRVI1,9485
CTR9,9486
EIF4G2,9487
ZBED5,9489
USP47,9490
DKK3,9491
MICAL2,9492
MICALCL,9493
PARVA,9494
TEAD1,9495
ARNTL,9496
BTBD10,9497
PTH,9498
FAR1,9499
SPON1,9500
RRAS2,9501
COPB1,9502
PSMA1,9503
PDE3B,9504
CALCB,9506
CALCA,9507
INSC,9508
SOX6,9509
C11orf58,9510
PLEKHA7,9511
RPS13,9512
PIK3C2A,9513
NUCB2,9514
KCNJ11,9515
ABCC8,9516
USH1C,9517
MYOD1,9518
KCNC1,9519
SERGEF,9520
TPH1,9521
SAAL1,9522
MRGPRX3,9524
SAA4,9526
SAA2,9527
SAA1,9528
HPS5,9529
GTF2H1,9530
LDHA,9531
LDHC,9532
LDHAL6A,9533
TSG101,9534
UEVLD,9535
SPTY2D1,9536
TMEM86A,9537
PTPN5,9539
MRGPRX1,9540
ZDHHC13,9542
CSRP3,9543
E2F8,9544
NAV2,9545
DBX1,9546
HTATIP2,9547
PRMT3,9548
SLC6A5,9549
NELL1,9550
ANO5,9551
SLC17A6,9552
FANCF,9553
GAS2,9554
SVIP,9555
LUZP2,9556
ANO3,9557
MUC15,9558
SLC5A12,9559
BBOX1,9561
CCDC34,9562
LGR4,9563
LIN7C,9564
BDNF,9565
KIF18A,9566
KCNA4,9567
FSHB,9568
MPPED2,9569
DCDC1,9570
DNAJC24,9571
IMMP1L,9572
ELP4,9573
PAX6,9574
RCN1,9575
WT1,9576
EIF3M,9577
CCDC73,9578
PRRG4,9579
QSER1,9580
DEPDC7,9581
TCP11L1,9582
CSTF3,9583
HIPK3,9584
CD59,9585
FBXO3,9586
LMO2,9587
CAPRIN1,9588
NAT10,9589
ABTB2,9590
CAT,9591
ELF5,9592
EHF,9593
APIP,9594
PDHX,9595
CD44,9596
SLC1A2,9597
PAMR1,9598
FJX1,9599
TRIM44,9600
LDLRAD3,9601
COMMD9,9602
PRR5L,9603
TRAF6,9604
RAG1,9605
RAG2,9606
C11orf74,9607
LRRC4C,9608
API5,9609
TTC17,9610
HSD17B12,9611
ALKBH3,9612
ACCSL,9613
ACCS,9614
EXT2,9615
ALX4,9616
CD82,9617
TSPAN18,9618
TP53I11,9619
PRDM11,9620
SYT13,9621
CHST1,9622
SLC35C1,9623
CRY2,9624
MAPK8IP1,9625
PEX16,9627
GYLTL1B,9628
PHF21A,9629
CREB3L1,9630
DGKZ,9631
CHRM4,9632
MDK,9633
AMBRA1,9634
HARBI1,9635
ARHGAP1,9636
ZNF408,9637
F2,9638
CKAP5,9639
LRP4,9640
C11orf49,9641
ARFGAP2,9642
PACSIN3,9643
DDB2,9644
ACP2,9645
NR1H3,9646
MADD,9647
MYBPC3,9648
SPI1,9649
SLC39A13,9650
PSMC3,9651
RAPSN,9652
CELF1,9653
NDUFS3,9654
PTPMT1,9655
KBTBD4,9656
C1QTNF4,9657
FAM180B,9658
MTCH2,9659
AGBL2,9660
FNBP4,9661
NUP160,9662
PTPRJ,9663
OR4B1,9664
OR4X1,9666
FOLH1,9670
OR10AG1,9673
OR4A16,9675
OR4C15,9678
OR4S2,9683
OR5F1,9689
OR8H2,9696
TRIM48,9701
OR5T1,9703
OR8U1,9708
OR5M3,9711
OR5M10,9714
APLNR,9721
TNKS1BP1,9722
SSRP1,9723
P2RX3,9724
PRG3,9725
PRG2,9726
SLC43A3,9727
RTN4RL2,9728
SLC43A1,9729
TIMM10,9730
SMTNL1,9731
UBE2L6,9732
SERPING1,9733
CLP1,9735
ZDHHC5,9736
MED19,9737
TMX2,9738
BTBD18,9739
C11orf31,9740
CTNND1,9741
OR9I1,9744
OR9Q2,9745
OR5B3,9751
OR5B2,9752
LPXN,9755
ZFP91,9756
CNTF,9757
GLYAT,9758
FAM111B,9761
FAM111A,9762
DTX4,9763
MPEG1,9764
OR5A2,9766
OR4D6,9768
OSBP,9772
PATL1,9773
STX3,9775
MRPL16,9776
GIF,9777
TCN1,9778
MS4A3,9780
MS4A2,9781
MS4A6A,9782
MS4A4A,9783
MS4A6E,9784
MS4A14,9785
MS4A7,9786
MS4A5,9787
MS4A1,9788
MS4A12,9789
MS4A13,9790
MS4A10,9792
CCDC86,9793
PRPF19,9795
TMEM109,9796
TMEM132A,9797
SLC15A3,9798
CD6,9799
CD5,9800
VPS37C,9801
PGA3,9802
PGA4,9803
PGA5,9804
VWCE,9805
DDB1,9806
DAK,9807
TMEM138,9808
TMEM216,9809
CPSF7,9810
SDHAF2,9811
LRRC10B,9812
SYT7,9813
RPLP0P2,9814
DAGLA,9815
FADS2,9816
FEN1,9817
FADS1,9818
FADS3,9819
RAB3IL1,9820
BEST1,9821
FTH1,9822
INCENP,9823
SCGB1D1,9824
SCGB2A1,9825
SCGB1D2,9826
SCGB2A2,9827
SCGB1D4,9828
ASRGL1,9829
SCGB1A1,9830
AHNAK,9831
EEF1G,9832
TUT1,9833
MTA2,9834
EML3,9835
ROM1,9836
B3GAT3,9837
GANAB,9838
INTS5,9839
METTL12,9842
UBXN1,9843
LRRN4CL,9844
BSCL2,9845
GNG3,9846
HNRNPUL2,9847
TTC9C,9848
POLR2G,9849
ZBTB3,9850
TAF6L,9851
TMEM223,9852
TMEM179B,9853
NXF1,9854
STX5,9855
WDR74,9856
SNHG1,9857
SLC3A2,9858
CHRM1,9859
SLC22A6,9860
SLC22A8,9861
SLC22A24,9862
SLC22A25,9864
SLC22A9,9865
HRASLS5,9866
LGALS12,9867
RARRES3,9868
HRASLS2,9869
PLA2G16,9870
ATL3,9871
RTN3,9872
C11orf84,9874
MARK2,9875
RCOR2,9876
NAA40,9877
COX8A,9878
OTUB1,9879
MACROD1,9880
FLRT1,9881
STIP1,9882
FERMT3,9883
TRPT1,9884
NUDT22,9885
DNAJC4,9886
VEGFB,9887
FKBP2,9888
PLCB3,9889
PPP1R14B,9890
BAD,9891
GPR137,9892
KCNK4,9893
ESRRA,9894
PRDX5,9895
TRMT112,9896
CCDC88B,9897
RPS6KA4,9898
SLC22A11,9899
SLC22A12,9900
NRXN2,9901
RASGRP2,9902
PYGM,9903
SF1,9904
MAP4K2,9905
MEN1,9906
CDC42BPG,9907
ARL2,9908
ATG2A,9909
BATF2,9910
C11orf85,9911
CAPN1,9912
CCDC85B,9913
CDC42EP2,9914
CDCA5,9915
CFL1,9916
CTSW,9917
DPF2,9918
EFEMP2,9919
EHBP1L1,9920
EHD1,9921
FAM89B,9922
FAU,9923
FIBP,9924
FOSL1,9925
FRMD8,9926
GPHA2,9927
KAT5,9928
KCNK7,9929
LTBP3,9930
MALAT1,9931
MAP3K11,9932
MRPL49,9933
MUS81,9934
NAALADL1,9935
NEAT1,9936
OVOL1,9937
PCNXL3,9938
POLA2,9939
PPP2R5B,9940
RELA,9941
RNASEH2C,9942
SAC3D1,9943
SCYL1,9944
SIPA1,9945
SLC22A20,9946
SLC25A45,9947
SNX15,9948
SNX32,9949
SPDYC,9950
SSSCA1,9951
SYVN1,9952
TIGD3,9953
TM7SF2,9954
ZFPL1,9955
ZNHIT2,9956
C11orf68,9957
DRAP1,9958
TSGA10IP,9959
SART1,9960
EIF1AD,9961
BANF1,9962
CST6,9963
CATSPER1,9964
GAL3ST3,9965
SF3B2,9966
PACS1,9967
KLC2,9968
RAB1B,9969
CNIH2,9970
YIF1A,9971
CD248,9973
RIN1,9974
BRMS1,9975
SLC29A2,9977
NPAS4,9978
MRPL11,9979
PELI3,9980
DPP3,9981
BBS1,9982
ZDHHC24,9983
ACTN3,9984
CTSF,9985
CCDC87,9986
CCS,9987
RBM14,9988
RBM4,9989
RBM4B,9990
SPTBN2,9991
C11orf80,9992
PC,9993
RCE1,9994
LRFN4,9995
SYT12,9997
RHOD,9998
KDM2A,9999
ADRBK1,10000
ANKRD13D,10001
SSH3,10002
POLD4,10003
CLCF1,10004
RAD9A,10005
PPP1CA,10006
TBC1D10C,10007
CARNS1,10008
RPS6KB2,10009
CORO1B,10010
PTPRCAP,10011
CABP4,10012
GPR152,10013
TMEM134,10014
AIP,10015
PITPNM1,10016
CDK2AP2,10017
CABP2,10018
ACY3,10019
ALDH3B2,10020
GSTP1,10021
NDUFV1,10022
NUDT8,10023
TBX10,10024
UNC93B1,10025
ALDH3B1,10026
NDUFS8,10027
TCIRG1,10028
CHKA,10029
SUV420H1,10030
C11orf24,10031
LRP5,10032
GAL,10033
MTL5,10034
CPT1A,10035
MRPL21,10036
IGHMBP2,10037
TPCN2,10040
MYEOV,10041
CCND1,10042
ORAOV1,10043
FGF19,10044
FGF4,10045
FGF3,10046
ANO1,10047
FADD,10048
PPFIA1,10049
CTTN,10050
SHANK2,10051
DHCR7,10052
NADSYN1,10053
DEFB108B,10054
RNF121,10055
IL18BP,10056
NUMA1,10057
LRTOMT,10058
FOLR3,10059
FOLR1,10060
INPPL1,10062
PHOX2A,10063
CLPB,10064
PDE2A,10065
ARAP1,10066
STARD10,10067
ATG16L2,10068
FCHSD2,10069
P2RY2,10070
P2RY6,10071
ARHGEF17,10072
RELT,10073
FAM168A,10074
PLEKHB1,10075
RAB6A,10076
MRPL48,10077
PAAF1,10078
DNAJB13,10079
UCP2,10080
UCP3,10081
C2CD3,10082
PPME1,10083
P4HA3,10084
PGM2L1,10085
KCNE3,10086
LIPT2,10087
POLD3,10088
CHRDL2,10089
RNF169,10090
XRRA1,10091
SPCS2,10092
NEU3,10093
SLCO2B1,10095
ARRB1,10096
RPS3,10097
SNORD15A,10098
SNORD15B,10099
KLHL35,10100
GDPD5,10101
SERPINH1,10102
MAP6,10103
MOGAT2,10104
DGAT2,10105
UVRAG,10106
WNT11,10107
PRKRIR,10108
C11orf30,10109
LRRC32,10110
TSKU,10111
ACER3,10112
CAPN5,10114
OMP,10115
MYO7A,10116
GDPD4,10117
PAK1,10118
CLNS1A,10119
AQP11,10120
RSF1,10121
INTS4,10122
KCTD14,10123
THRSP,10124
NDUFC2,10125
ALG8,10126
KCTD21,10127
USP35,10128
GAB2,10129
NARS2,10130
PRCP,10132
RAB30,10134
PCF11,10135
ANKRD42,10136
CCDC90B,10137
DLG2,10138
TMEM126B,10139
TMEM126A,10140
CREBZF,10141
CCDC89,10142
SYTL2,10143
CCDC83,10144
PICALM,10145
EED,10146
C11orf73,10147
ME3,10149
PRSS23,10150
FZD4,10151
TMEM135,10152
RAB38,10153
CTSC,10154
GRM5,10155
TYR,10156
NOX4,10157
FOLH1B,10158
TRIM49,10159
TRIM77,10160
NAALAD2,10161
CHORDC1,10162
FAT3,10163
MTNR1B,10164
CCDC67,10165
SCARNA9,10168
TAF1D,10169
SNORD6,10170
C11orf54,10171
MED17,10172
HEPHL1,10173
PANX1,10174
MRE11A,10177
ANKRD49,10178
FUT4,10179
PIWIL4,10180
AMOTL1,10181
CWC15,10182
KDM4D,10183
ENDOD1,10184
SESN3,10185
FAM76B,10186
CEP57,10187
MTMR2,10188
MAML2,10189
CCDC82,10190
JRKL,10191
CNTN5,10192
ARHGAP42,10193
PGR,10195
TRPC6,10196
ANGPTL5,10197
KIAA1377,10198
C11orf70,10199
YAP1,10200
BIRC2,10201
BIRC3,10202
TMEM123,10203
MMP7,10204
MMP20,10205
MMP27,10206
MMP8,10207
MMP10,10208
MMP1,10209
MMP3,10210
MMP12,10211
MMP13,10212
DCUN1D5,10213
DYNC2H1,10214
PDGFD,10215
DDI1,10216
CASP12,10217
CASP4,10218
CASP5,10219
CASP1,10220
CARD16,10221
GRIA4,10224
KBTBD3,10225
AASDHPPT,10226
GUCY1A2,10227
CWF19L2,10228
ALKBH8,10229
ELMOD1,10230
SLN,10231
SLC35F2,10232
CUL5,10233
ACAT1,10234
NPAT,10235
ATM,10236
C11orf65,10237
KDELC2,10238
EXPH5,10239
DDX10,10240
C11orf87,10241
ZC3H12C,10242
RDX,10243
FDX1,10244
ARHGAP20,10245
C11orf53,10246
POU2AF1,10249
BTG4,10250
LAYN,10252
SIK2,10253
PPP2R1B,10254
ALG9,10255
FDXACB1,10256
C11orf1,10257
CRYAB,10258
HSPB2,10259
C11orf52,10260
DIXDC1,10261
DLAT,10262
PIH1D2,10263
C11orf57,10264
TIMM8B,10265
SDHD,10266
IL18,10267
TEX12,10268
PTS,10270
NCAM1,10272
TTC12,10273
ANKK1,10274
DRD2,10275
TMPRSS5,10276
ZW10,10277
USP28,10279
HTR3A,10281
ZBTB16,10282
NNMT,10283
C11orf71,10284
RBM7,10285
REXO2,10286
CADM1,10287
BUD13,10288
APOA5,10290
APOA4,10291
APOC3,10292
APOA1,10293
SIK3,10294
PAFAH1B2,10295
SIDT2,10296
TAGLN,10297
PCSK7,10298
RNF214,10299
BACE1,10300
CEP164,10301
DSCAML1,10302
FXYD2,10303
FXYD6,10304
TMPRSS13,10305
IL10RA,10306
TMPRSS4,10307
SCN4B,10308
SCN2B,10309
AMICA1,10310
MPZL3,10311
MPZL2,10312
CD3E,10313
CD3D,10314
CD3G,10315
UBE4A,10316
ATP5L,10317
TMEM25,10318
TTC36,10319
IFT46,10320
ARCN1,10321
PHLDB1,10322
TREH,10323
DDX6,10324
CXCR5,10325
BCL9L,10326
UPK2,10327
FOXR1,10328
CCDC84,10329
RPS25,10330
TRAPPC4,10331
SLC37A4,10332
HYOU1,10333
VPS11,10334
HMBS,10335
DPAGT1,10336
H2AFX,10337
C2CD2L,10338
HINFP,10339
ABCG4,10340
NLRX1,10341
PDZD3,10342
CCDC153,10343
CBL,10344
MCAM,10345
RNF26,10346
USP2,10348
THY1,10349
PVRL1,10350
TRIM29,10351
OAF,10352
POU2F3,10353
TMEM136,10354
ARHGEF12,10355
GRIK4,10356
TBCEL,10357
TECTA,10358
SORL1,10359
BLID,10360
UBASH3B,10361
C11orf63,10363
BSX,10364
HSPA8,10365
GRAMD1B,10366
SCN3B,10367
ZNF202,10368
OR6X1,10369
OR6M1,10370
TMEM225,10371
OR8D4,10372
OR6T1,10374
OR10G4,10376
VWA5A,10380
OR8D2,10382
OR8B2,10383
PANX3,10389
TBRG1,10390
SIAE,10391
SPA17,10392
NRGN,10393
VSIG2,10394
ESAM,10395
ROBO3,10396
ROBO4,10397
HEPACAM,10398
HEPN1,10399
CCDC15,10400
TMEM218,10402
PKNOX2,10403
FEZ1,10404
EI24,10405
STT3A,10406
CHEK1,10407
PATE1,10409
HYLS1,10413
PUS3,10414
DDX25,10415
CDON,10416
RPUSD4,10417
FAM118B,10418
SRPR,10419
FOXRED1,10420
TIRAP,10421
DCPS,10422
ST3GAL4,10423
KIRREL3,10424
ETS1,10425
FLI1,10426
KCNJ1,10427
KCNJ5,10428
C11orf45,10429
TP53AIP1,10430
ARHGAP32,10431
BARX2,10432
TMEM45B,10433
NFRKB,10434
PRDM10,10435
APLP2,10436
ST14,10437
ZBTB44,10438
ADAMTS15,10440
SNX19,10441
NTM,10442
OPCML,10443
SPATA19,10444
IGSF9B,10445
JAM3,10446
NCAPD3,10447
VPS26B,10448
THYN1,10449
ACAD8,10450
B3GAT1,10451
GLB1L2,10452
GLB1L3,10453
B4GALNT3,10454
CCDC77,10455
IQSEC3,10457
KDM5A,10458
NINJ2,10459
SLC6A12,10460
SLC6A13,10461
WNK1,10462
RAD52,10463
ERC1,10464
ADIPOR2,10465
FBXL14,10466
WNT5B,10467
DCP1B,10470
CACNA1C,10471
FKBP4,10472
ITFG2,10473
NRIP2,10474
FOXM1,10475
TULP3,10476
TEAD4,10477
TSPAN9,10478
PRMT8,10479
PARP11,10481
CCND2,10482
C12orf5,10483
FGF23,10484
FGF6,10485
C12orf4,10486
RAD51AP1,10487
DYRK4,10488
NDUFA9,10489
AKAP3,10490
GALNT8,10491
KCNA6,10492
KCNA1,10493
KCNA5,10494
NTF3,10495
ANO2,10496
VWF,10497
CD9,10498
PLEKHG6,10499
TNFRSF1A,10500
SCNN1A,10501
LTBR,10502
CD27,10503
TAPBPL,10504
VAMP1,10505
MRPL51,10506
NCAPD2,10507
SCARNA10,10508
GAPDH,10509
IFFO1,10510
NOP2,10511
CHD4,10512
LPAR5,10513
ACRBP,10514
ING4,10515
ZNF384,10516
COPS7A,10517
MLF2,10518
PTMS,10519
CD4,10521
GPR162,10522
LEPREL2,10523
GNB3,10524
CDCA3,10525
USP5,10526
SPSB2,10527
TPI1,10528
LRRC23,10529
ENO2,10531
ATN1,10532
C12orf57,10533
PTPN6,10534
PHB2,10535
SCARNA12,10536
EMG1,10537
LPCAT3,10538
C1S,10539
C1R,10540
C1RL,10541
RBP5,10542
CLSTN3,10543
PEX5,10544
ACSM4,10545
CD163,10547
APOBEC1,10548
GDF3,10549
DPPA3,10550
CLEC4C,10551
NANOG,10552
SLC2A14,10553
SLC2A3,10554
FOXJ2,10555
C3AR1,10556
NECAP1,10557
CLEC4A,10558
FAM90A1,10561
CLEC4D,10563
CLEC4E,10564
AICDA,10565
RIMKLB,10567
A2ML1,10568
PHC1,10569
M6PR,10570
KLRG1,10571
A2M,10572
PZP,10573
CLEC2D,10575
CLECL1,10576
CD69,10577
KLRF1,10578
CLEC2B,10579
CLEC2A,10580
CLEC12A,10581
CLEC1B,10582
CLEC12B,10583
CLEC1A,10585
CLEC7A,10586
OLR1,10587
GABARAPL1,10588
KLRD1,10589
KLRK1,10590
KLRC4,10591
KLRC1,10592
KLRC2,10593
KLRC3,10594
MAGOHB,10595
STYK1,10596
TAS2R7,10597
TAS2R8,10598
PRR4,10600
TAS2R10,10601
PRH1,10602
TAS2R13,10603
TAS2R14,10605
TAS2R19,10608
TAS2R31,10610
TAS2R42,10611
PRB3,10614
PRB4,10615
PRB1,10616
PRB2,10617
ETV6,10618
BCL2L14,10619
LRP6,10620
MANSC1,10621
LOH12CR1,10623
DUSP16,10624
CREBL2,10625
CDKN1B,10627
APOLD1,10628
DDX47,10629
GPRC5A,10630
GPRC5D,10631
GSG1,10632
HEBP1,10633
KIAA1467,10635
EMP1,10636
GRIN2B,10638
ATF7IP,10639
PLBD1,10640
GUCY2C,10641
H2AFJ,10642
HIST4H4,10643
WBP11,10644
C12orf60,10645
ART4,10646
MGP,10647
ERP27,10648
ARHGDIB,10649
PDE6H,10650
RERG,10651
PTPRO,10652
EPS8,10653
STRAP,10654
DERA,10655
MGST1,10656
LMO3,10657
PIK3C2G,10659
PLCZ1,10660
PLEKHA5,10662
AEBP2,10663
PDE3A,10664
SLCO1C1,10665
SLCO1B3,10666
SLCO1B1,10667
IAPP,10669
PYROXD1,10670
RECQL,10671
GOLT1B,10672
GYS2,10674
LDHB,10675
KCNJ8,10676
ABCC9,10677
CMAS,10678
ST8SIA1,10679
ETNK1,10680
SOX5,10681
BCAT1,10682
LRMP,10684
CASC1,10685
LYRM5,10686
KRAS,10687
RASSF8,10689
BHLHE41,10690
SSPN,10691
ITPR2,10692
FGFR1OP2,10693
TM7SF3,10694
MED21,10695
STK38L,10697
ARNTL2,10698
PPFIBP1,10699
REP15,10700
MRPS35,10701
PTHLH,10702
CCDC91,10703
FAR2,10704
ERGIC2,10705
OVCH1,10706
TMTC1,10707
IPO8,10708
CAPRIN2,10709
TSPAN11,10710
DDX11,10711
FAM60A,10712
DENND5B,10713
AMN1,10714
H3F3C,10715
BICD1,10716
FGD4,10717
DNM1L,10718
YARS2,10719
PKP2,10720
ALG10B,10721
ALG10,10722
CPNE8,10723
SYT10,10724
KIF21A,10725
ABCD2,10726
C12orf40,10727
SLC2A13,10728
LRRK2,10729
CNTN1,10730
PDZRN4,10731
GXYLT1,10732
YAF2,10733
PPHLN1,10734
ZCRB1,10735
PRICKLE1,10736
ADAMTS20,10737
PUS7L,10738
IRAK4,10739
TWF1,10740
TMEM117,10741
NELL2,10742
DBX2,10743
ANO6,10744
ARID2,10745
SLC38A1,10746
SLC38A2,10747
SLC38A4,10748
AMIGO2,10749
RPAP3,10750
ENDOU,10751
RAPGEF3,10752
SLC48A1,10753
HDAC7,10754
VDR,10755
TMEM106C,10756
COL2A1,10757
SENP1,10758
PFKM,10759
ASB8,10760
H1FNT,10763
ZNF641,10764
LALBA,10768
SNORA34,10769
CCNT1,10772
ADCY6,10773
CACNB3,10774
DDX23,10775
RND1,10776
ARF3,10777
CCDC65,10778
FKBP11,10779
WNT10B,10780
WNT1,10781
DDN,10782
PRKAG1,10783
RHEBL1,10784
DHH,10785
LMBR1L,10786
TUBA1B,10787
TUBA1A,10788
TUBA1C,10789
PRPH,10790
C1QL4,10791
TROAP,10792
DNAJC22,10793
SPATS2,10794
KCNH3,10795
MCRS1,10796
PRPF40B,10797
FAM186B,10798
FMNL3,10799
TMBIM6,10800
NCKAP5L,10801
BCDIN3D,10802
FAIM2,10803
AQP2,10804
AQP5,10805
AQP6,10806
RACGAP1,10807
SMARCD1,10808
GPD1,10809
LIMA1,10810
FAM186A,10811
LARP4,10812
DIP2B,10813
ATF1,10814
TMPRSS12,10815
METTL7A,10816
HIGD1C,10817
SLC11A2,10818
LETMD1,10819
CSRNP2,10820
TFCP2,10821
POU6F1,10822
DAZAP2,10823
SMAGP,10824
BIN2,10825
CELA1,10826
GALNT6,10827
SLC4A8,10828
SCN8A,10829
ACVRL1,10830
ANKRD33,10831
ACVR1B,10832
GRASP,10833
NR4A1,10834
KRT80,10836
KRT7,10837
KRT86,10838
KRT81,10839
KRT83,10840
KRT84,10841
KRT85,10842
KRT82,10843
KRT6B,10844
KRT6C,10845
KRT75,10846
KRT6A,10847
KRT5,10848
KRT71,10849
KRT74,10850
KRT72,10851
KRT73,10852
KRT2,10853
KRT1,10854
KRT77,10855
KRT76,10856
KRT3,10857
KRT4,10858
KRT79,10859
KRT78,10860
KRT8,10861
KRT18,10862
EIF4B,10863
IGFBP6,10864
SOAT2,10865
SPRYD3,10866
TENC1,10867
CSAD,10868
ZNF740,10869
ITGB7,10870
RARG,10871
MFSD5,10872
ESPL1,10873
PFDN5,10874
C12orf10,10875
AAAS,10876
SP7,10877
SP1,10878
AMHR2,10879
PCBP2,10880
PRR13,10881
MAP3K12,10882
TARBP2,10883
NPFF,10884
ATF7,10885
ATP5G2,10886
CALCOCO1,10887
HOXC13,10888
HOTAIR,10890
HOXC11,10891
HOXC10,10892
HOXC5,10893
HOXC6,10894
HOXC9,10895
HOXC8,10896
HOXC4,10897
SMUG1,10898
CBX5,10899
HNRNPA1,10900
NFE2,10901
COPZ1,10902
GPR84,10903
ZNF385A,10904
ITGA5,10905
GTSF1,10906
NCKAP1L,10907
PDE1B,10908
PPP1R1A,10909
LACRT,10911
DCD,10912
MUCL1,10913
NEUROD4,10914
OR6C1,10919
OR6C70,10925
METTL7B,10929
ITGA7,10930
BLOC1S1,10931
RDH5,10932
CD63,10933
GDF11,10934
SARNP,10935
DNAJC14,10936
ORMDL2,10937
WIBG,10939
DGKA,10940
CDK2,10941
RAB5B,10942
SUOX,10943
IKZF4,10944
RPS26,10945
ERBB3,10946
PA2G4,10947
RPL41,10948
ESYT1,10949
ZC3H10,10950
MYL6B,10951
MYL6,10952
SMARCC2,10953
RNF41,10954
SLC39A5,10955
ANKRD52,10956
COQ10A,10957
CS,10958
CNPY2,10959
PAN2,10960
IL23A,10961
STAT2,10962
APOF,10963
TIMELESS,10964
MIP,10965
SPRYD4,10966
GLS2,10967
RBMS2,10968
BAZ2A,10969
ATP5B,10970
SNORD59A,10971
PTGES3,10972
NACA,10973
PRIM1,10974
HSD17B6,10975
SDR9C7,10976
RDH16,10977
GPR182,10978
ZBTB39,10979
TAC3,10980
MYO1A,10981
TMEM194A,10982
NAB2,10983
